Dataset,dataset,Tarea,Semilla,Propuesta,Config,Accuracy,F1_macro,Acc_trivial,F1_trivial,Supera trivial,D_g,|SPD|,|EOD|,DI_min,Delta Acc,Delta D_g,Delta DI_min,lambda,modo,eta,w_min,atenuados,modo_sensible
COMPAS,compas,binary,7,Fair-MAD,"symmetric, eta=5",0.6060606060606061,0.5948051948051948,0.5293560606060606,0.3461300309597523,True,0.297695015547362,0.36614360259599377,0.35353323734084585,0.28018208158372737,-0.0009469696969697239,-0.007480699728876272,0.004271068316825111,,symmetric,5,0.8699660718708423,2,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"symmetric, eta=10",0.603219696969697,0.5912100704469339,0.5293560606060606,0.3461300309597523,True,0.3031153707596415,0.37011988703312326,0.359102802809136,0.26783137611827645,-0.0037878787878787845,-0.002060344516596757,-0.008079637148625807,,symmetric,10,0.7698583646166499,3,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"symmetric, eta=20",0.5975378787878788,0.5721994458038275,0.5293560606060606,0.3461300309597523,True,0.375959024959298,0.42423925037873833,0.41868349269893934,0.06784801387370654,-0.009469696969697017,0.07078330968305974,-0.20806299939319572,,symmetric,20,0.6258290447804723,3,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"symmetric, eta=50",0.5681818181818182,0.507750685928549,0.5293560606060606,0.3461300309597523,True,0.22470907990959352,0.25023659453494684,0.24623066795429166,0.10225854502999317,-0.03882575757575757,-0.08046663536664475,-0.1736524682369091,,symmetric,50,0.4008496180517584,3,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"directional, eta=10",0.6051136363636364,0.5936988781212891,0.5293560606060606,0.3461300309597523,True,0.3004978698403587,0.3685188995081078,0.3564402140850319,0.2755123802239986,-0.0018939393939394478,-0.0046778454358795685,-0.0003986330429036622,,directional,10,0.7538444703454923,2,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"directional, eta=20",0.5984848484848485,0.5734146341463415,0.5293560606060606,0.3461300309597523,True,0.3773066030835659,0.42581405352834456,0.42022195423740094,0.06761405520517651,-0.008522727272727293,0.07213088780732763,-0.20829695806172577,,directional,20,0.6049361034047597,4,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"directional, eta=50",0.5700757575757576,0.5121061629894976,0.5293560606060606,0.3461300309597523,True,0.23316503458383758,0.25968541343258456,0.2556103205597507,0.0989058058486819,-0.03693181818181823,-0.07201068069240069,-0.17700520741822034,,directional,50,0.37984282411929554,4,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"directional, eta=100",0.5672348484848485,0.5062972189116057,0.5293560606060606,0.3461300309597523,True,0.2233043213296724,0.2486617913853405,0.24469220641583012,0.10283955949039085,-0.03977272727272729,-0.08187139394656587,-0.1730714537765114,,directional,100,0.23444813242444582,4,por defecto del cargador
COMPAS,compas,binary,7,Fair-MAD,"directional, eta=200",0.5691287878787878,0.5077084488123549,0.5293560606060606,0.3461300309597523,True,0.22044183721470145,0.24551218508612793,0.2414663999642172,0.10402162339257924,-0.037878787878787956,-0.08473387806153682,-0.171889389874323,,directional,200,0.13279028315740657,4,por defecto del cargador
Communities and Crime,communities,multiclass,7,Fair-MAD,"symmetric, eta=5",0.543859649122807,0.544464921261762,0.3408521303258145,0.16947040498442367,True,0.09128298621099669,0.22363740099342197,0.13293982587460848,0.28067145247476655,0.0025062656641604564,0.0046150376505487145,-0.03514006584984075,,symmetric,5,0.9348499831799723,6,por defecto del cargador
Communities and Crime,communities,multiclass,7,Fair-MAD,"symmetric, eta=10",0.5463659147869674,0.5468505877116489,0.3408521303258145,0.16947040498442367,True,0.08683224498015074,0.2172271445831655,0.11613004547787158,0.28658032515844584,0.005012531328320802,0.00016429641970276687,-0.029231193166161462,,symmetric,10,0.8776697821128873,11,por defecto del cargador
Communities and Crime,communities,multiclass,7,Fair-MAD,"symmetric, eta=20",0.5463659147869674,0.5473471844080898,0.3408521303258145,0.16947040498442367,True,0.09148551419493828,0.2049771781447174,0.1355366654279698,0.2814283193129008,0.005012531328320802,0.004817565634490303,-0.0343831990117065,,symmetric,20,0.7820067286125286,18,por defecto del cargador
Communities and Crime,communities,multiclass,7,Fair-MAD,"symmetric, eta=50",0.5238095238095238,0.5218732494291282,0.3408521303258145,0.16947040498442367,True,0.09063634922055513,0.19975835682641963,0.1410271156647968,0.23434289880045067,-0.01754385964912275,0.00396840066010716,-0.08146861952415663,,symmetric,50,0.5893087237811768,25,por defecto del cargador
Communities and Crime,communities,multiclass,7,Fair-MAD,"directional, eta=10",0.543859649122807,0.5450949528536767,0.3408521303258145,0.16947040498442367,True,0.08123645551656022,0.20148677674855686,0.1255883810231636,0.2936643331960704,0.0025062656641604564,-0.00543149304388775,-0.022147185128536917,,directional,10,0.9106689072862495,11,por defecto del cargador
